Sample,Twist_0.13R,Twist_0.19R,Twist_0.47R,Twist_0.50R,Twist_0.74R,Twist_0.82R,Twist_0.85R,Twist_0.86R,Twist_0.93R,Twist_1.00R
158,0.0,-2.299886764702556,-5.120253870513581,-9.453591577130334,-14.143091351388161,-12.189086991190159,-15.81379784315264,-13.303943607637294,-11.861409676646085,-12.770965876778943
159,0.0,-1.4589128077158036,-8.236772682914445,-6.662723198059146,-10.828783013683369,-15.836179506470502,-13.66815487217052,-13.035559739687745,-11.34489214578584,-13.43986136897709
160,0.0,-2.731224442017188,-8.688070351964368,-8.562315046682635,-14.090411639586026,-15.807951472048778,-13.426437408452303,-16.521031511352575,-12.735872353863279,-9.721954385459828
161,0.0,-1.430472720870767,-5.3900982352875,-6.532307203665075,-11.024126656957405,-15.384390248482184,-15.645137139429407,-12.97782489759259,-13.303074437767387,-12.957251979113398
162,0.0,0.23359626549678136,-7.301601167241347,-7.989235577817011,-10.923728273658385,-14.985897686214011,-15.072695801551513,-15.95818115811707,-13.034451857915833,-10.222875683131353
163,0.0,0.7321086126963512,-5.060756619644747,-5.86554154642733,-12.931080953384342,-13.408365617540861,-14.012641468237906,-13.861306383770046,-13.729345706789369,-13.104869519493619
164,0.0,-2.3404572912053245,-8.017443813559025,-5.948337746083226,-11.42787333938373,-13.244375807158072,-14.412214624725664,-14.76099529540473,-14.18103909919622,-11.793016385829556
165,0.0,0.1951266650213226,-5.125989629785659,-7.474972561225341,-10.47695589316148,-13.296843532125429,-13.428133651509402,-12.9831859132623,-14.336455935544446,-10.467275217960458
166,0.0,-1.754101666923897,-6.4779627742025045,-8.398938010158025,-12.217793510743181,-14.924951122346465,-13.408120661637147,-14.951644427092187,-11.719296367459334,-11.947563514095147
167,0.0,-0.0008563397270178186,-8.621275873488493,-6.609712458007593,-10.791262130885743,-13.644695347269671,-15.235325059188732,-13.851343708377229,-14.097921173925013,-11.922741824643083
168,0.0,0.5211498364649718,-7.821624245922373,-9.043011524629485,-10.443473146186232,-14.452919418928907,-12.806430990283625,-14.727490407685561,-14.506262310338368,-12.506397167327062
169,0.0,-0.7132536499655684,-7.447494539600383,-5.641789375773736,-11.062545172994831,-12.184221448517201,-16.197912093319044,-15.542308846176043,-13.666395333964509,-12.666582658907117
170,0.0,-0.9190587827080527,-5.851765651132068,-8.43352109204546,-12.129416315107685,-12.704350361135711,-16.158715365263053,-13.498956809852173,-12.89829485190697,-13.396546859404253
171,0.0,-2.2566166664079055,-7.4822545523966575,-6.923100479383816,-11.293410056393048,-14.620139863262953,-14.466962246203526,-16.449564422390534,-14.099495980257904,-12.233630146192437
172,0.0,0.2591035187336588,-8.875641114165278,-9.220481506142429,-13.464721621122834,-13.422352711152834,-15.114934969078856,-12.94278412004483,-14.686481854232827,-9.943503561418462
173,0.0,-1.6006276935442234,-8.580545608660291,-8.136261780661702,-11.130877643403604,-12.066605929257674,-16.41673854568268,-14.39247199452524,-14.31352631097964,-9.653860006694709
174,0.0,-2.988995863705578,-5.949285996846681,-7.325734344553213,-11.019997659274667,-13.71322703296946,-12.991779558933079,-14.58181721649311,-13.357582902975615,-11.242921862782147
175,0.0,-1.202162308000848,-8.456031611110879,-7.162954401266566,-14.258988629067069,-15.152814724775725,-14.089136334702582,-14.129104325406608,-13.817673226082064,-12.780217314206524
176,0.0,0.4215496446677891,-5.699586009957919,-5.821695673734448,-13.807989648427242,-15.145745824032774,-16.419779798014144,-13.51262869588526,-13.940803323268018,-11.40053617020964
177,0.0,-1.8232125987963854,-8.591877610708414,-6.682689281773023,-12.139114003563762,-15.614592599260906,-14.548339599947544,-12.810390371059638,-14.272115890689076,-10.271898587046017
178,0.0,-0.9668057592170154,-7.773668241784003,-6.39336265894538,-13.734383842322822,-15.490350924493157,-15.72362397640302,-14.988529423421237,-14.075826570367404,-13.22428011080938
179,0.0,-0.259355417228909,-6.6356289477520605,-8.940470512776832,-14.100552414726913,-13.197929037772278,-15.784529195210691,-14.174859914099798,-11.908865031186483,-9.91650606949986
180,0.0,-2.8295515821728743,-6.163543698686458,-8.704756636028447,-13.58767025158216,-12.438426149868798,-14.614008611551334,-14.061142334724112,-14.923988155544905,-11.668077288619653
181,0.0,0.1735840038525831,-6.863037829284973,-7.89961988147289,-12.33817808401015,-13.774790469307518,-15.93549415160126,-16.57474308641681,-13.64037767284095,-12.742390991654792
182,0.0,-0.20082009757383013,-8.91495883414961,-8.521723628835632,-13.865284504837136,-15.049380803909031,-15.439965974343071,-14.050823686880602,-13.586806708806497,-9.831846693935452
183,0.0,-0.43049175117401006,-6.823459630492605,-9.081509146276437,-10.59019557599489,-15.922936462811387,-12.588401124942642,-13.374370750545605,-15.022927656220926,-12.160578859415017
184,0.0,-3.197592120895252,-5.303815209782781,-5.703605441210577,-12.396532061745242,-13.622548268787376,-12.590509456700234,-14.900270076192111,-13.093887596736206,-12.772804095596314
185,0.0,-0.36244937894909146,-8.451693342101015,-9.438798390605315,-11.472070233622219,-13.636323883140498,-16.25527850068071,-12.741565810548344,-14.140421868776977,-9.855834791178532
186,0.0,-0.8897019942401045,-8.65769676150812,-5.586455322293599,-13.466101071977299,-13.389734847078964,-15.088611600457476,-13.139237832762348,-14.0675199337674,-9.792256586517022
187,0.0,0.29243832329096175,-7.721877022917921,-7.453456749931492,-14.304882445496961,-12.641753356277503,-12.813054915260144,-13.079489541855633,-13.003641011887716,-11.287498705723397
188,0.0,-1.9385757097520964,-7.240235687801811,-8.592476677058723,-13.14300574987396,-15.045010553844586,-15.31316528869863,-15.352790203675095,-12.5795737827629,-11.539826307500695
189,0.0,-2.188493450106959,-8.107473046435404,-7.71535594370509,-12.915046180998559,-13.706377060467748,-13.851590464517164,-14.557921252571257,-13.175443672664466,-11.733835719993252
190,0.0,-1.565968370529896,-8.780704101348478,-7.249276447105853,-12.980947865475276,-14.873973257493725,-16.124187615648015,-12.672824749828594,-13.585751078089054,-11.658568102621054
191,0.0,-1.0195755857012778,-5.284765566325561,-5.663959957079781,-13.247767059672848,-14.798602640715325,-15.853540386227074,-15.686673713087666,-11.55721272568043,-13.231316961536786
192,0.0,-1.7456591908181716,-5.714048901681764,-5.986440315782304,-12.227423835621178,-14.94112704647394,-14.662991210156402,-15.520110419913415,-14.768696551766922,-9.77973020046382
193,0.0,-0.41606178567407204,-5.90679287247073,-6.793890296575341,-12.63010176146909,-14.66349941150209,-15.344515225232364,-15.993733217664305,-13.343492135957918,-9.627771410341717
194,0.0,0.1155681504191377,-5.301062585509637,-5.95955853988715,-11.32249139948599,-13.238461492610535,-14.574054364266994,-15.66591703058795,-12.549420033760109,-10.22927112070802
195,0.0,-2.0734879894453897,-7.76906322583739,-9.03895226764218,-11.398899064482247,-15.269280878424206,-13.512403069950784,-15.911776117390028,-14.755623504742438,-12.392699127222905
196,0.0,-1.855157218593625,-8.5782820545999,-7.457944692495867,-10.43580578537526,-12.157843795012997,-15.916664326095406,-13.806338269414766,-13.056423544326933,-13.25218000278209
197,0.0,0.6717597787397973,-5.66614260906837,-6.795979646138409,-12.614148115366739,-13.204265084161902,-16.22965450919118,-15.793160480433485,-11.255548834409138,-9.735261824015545
198,0.0,-1.2257643501406577,-7.723276935055528,-8.763044250185807,-11.241425499387521,-14.454894785503583,-13.722692127645809,-12.6869353049049,-12.228339428210196,-10.551593143459606
199,0.0,-1.0725214075626717,-8.138307063092673,-8.244492704483566,-10.917684140303544,-15.362660402591194,-15.39737209973901,-12.919712819261312,-11.898155489333849,-12.993530048810356
200,0.0,-1.228615330932758,-7.542433244728367,-7.291377802904906,-11.629819593245466,-13.230590038417425,-14.739137667610768,-15.672579668227698,-13.863108571171452,-11.095243724061309
201,0.0,0.7367793292224198,-5.557247092739285,-5.650270159584435,-13.185387080939172,-15.79934950071276,-13.355365176244433,-16.498148141105474,-12.698893677684827,-12.468818070264092
202,0.0,-1.1041734229672864,-6.072444735855793,-6.398881925263597,-13.181485812619716,-13.922474124153968,-15.70965949982025,-14.733091596571478,-12.023520843370369,-12.010945111966674
203,0.0,-0.5949983884508443,-6.831239438778759,-7.107855941216332,-11.108983625162825,-15.779057315076216,-15.325203993927055,-15.581475030274595,-14.134143700670972,-9.565031374877044
204,0.0,-1.0549631831784123,-6.9778433699684745,-6.980987013160872,-12.444936641069388,-12.743924399977068,-15.5169011529272,-15.498361768860644,-14.55443383224561,-10.328190375076675
205,0.0,0.09799886374148237,-6.088863891322001,-7.747538485162597,-10.597466932885599,-12.286064298175607,-14.025139965807188,-13.718308566250826,-15.097882152569529,-10.718334729999288
206,0.0,-0.18125327843539463,-6.058652476724328,-8.42528312265193,-13.154824517192928,-13.259519286104613,-14.000461358250655,-15.559811583705827,-14.473000419298627,-11.219512186295425
207,0.0,-2.8356994603828025,-5.475997657221909,-9.492447891331189,-12.818573784827127,-13.520500866173464,-12.520525742664319,-12.66316488948308,-13.541987045046291,-10.421980556174185
208,0.0,0.05294645353727523,-5.605278054420529,-8.985719941087403,-11.731865866916907,-12.872407721254659,-13.395057083457884,-13.703665674109322,-13.616606404153268,-10.024879618084961
209,0.0,-0.05397124220302363,-7.659970093393441,-8.833812213621531,-11.341596896689655,-15.810538261001446,-15.878641700148133,-13.01509456568241,-12.105121554749124,-12.315011005638715
210,0.0,-2.4812733405598326,-8.506816646045266,-7.539498348314631,-11.078667099852957,-13.380661353993892,-12.630254451923783,-12.910377424420059,-13.907701041757843,-12.93289256467716
211,0.0,-2.526455735573106,-5.195518682200044,-6.115107962251633,-12.786042312022847,-14.126632722914673,-15.668354002822243,-13.317311745721966,-14.36655006208126,-12.520129893558419
212,0.0,-0.9881098699783952,-6.641163454595917,-8.314043446911409,-12.079697584226272,-15.650310794238514,-14.17121313267039,-12.94088937605602,-11.248885703042463,-10.54614359428472
213,0.0,-3.0756055045004245,-7.037786104969506,-8.630022033334768,-12.036357208351394,-15.75780780837759,-15.201098987225599,-14.986300079156495,-12.112405580905218,-12.271319972488474
214,0.0,0.3805503663555063,-7.21919885361716,-8.597906296759826,-13.278988127207324,-13.038600543824284,-13.02495446581995,-15.788719332587332,-13.130448831785348,-12.63409192649868
215,0.0,-1.2187044249871302,-7.953422818695419,-8.19003687560575,-13.840878357026412,-12.037288018802899,-15.921220808218347,-15.737553296871775,-14.941621039431318,-10.79942341164184
216,0.0,0.5837944046077106,-5.764950044888009,-6.319206811914976,-13.07249113207762,-13.150085103635293,-14.962447180641751,-16.438909788803464,-14.242827860638108,-11.502353333962654
217,0.0,0.5643511689146332,-6.527851373337473,-8.620402696638106,-10.663859145831134,-14.78403572191835,-15.925849924945414,-14.521903857580162,-11.81002410372603,-12.891526038593554
218,0.0,-2.02394040314514,-7.699811804437635,-7.617941420322392,-14.191100647011394,-14.54215631227977,-13.90769957839561,-15.077227656511617,-11.629229473488376,-10.186834507219718
219,0.0,-2.267143683953042,-5.3383071595581715,-7.851479540053132,-14.230150034614702,-15.755459561534087,-15.98969795684525,-15.506944937355128,-13.325019660732114,-11.294624428545845
220,0.0,-3.2199389171674513,-6.731466248949118,-8.5587379771066,-11.680349614772465,-14.904439159184404,-13.44892784457222,-15.267885136800627,-12.50946829269152,-11.932430487496358
221,0.0,-1.5397191222668378,-7.220756401046019,-8.811703444365506,-14.124483399195961,-13.467237321223873,-16.435853340976163,-16.156515788018293,-11.60738585318117,-10.849974625239915
222,0.0,-0.7263011965744859,-8.2801768045814,-5.60534839038489,-14.018679471895497,-14.086142488954733,-16.004950611235767,-13.839507541359287,-13.90257024480083,-13.18067009375501
223,0.0,-2.793691398801294,-6.855040143824523,-9.527685463937614,-12.622892778984287,-12.79590595032312,-14.105301589179435,-15.008231797730637,-14.591770185976452,-13.454978530381661
224,0.0,-0.8802832779359462,-5.1023053802676825,-5.99937506787022,-10.748094745013459,-15.620573187529827,-15.52427957518094,-13.172882154859234,-11.944828707543987,-12.631043752869378
225,0.0,0.1914407273417953,-6.262064087178755,-5.691228772213071,-13.014747436005765,-15.21530266999748,-15.080217333941608,-15.822027554710587,-13.17849658849577,-12.088913094645989
226,0.0,0.027211856051663208,-5.619620605110547,-8.162755675288386,-14.333060882359206,-13.407187031184884,-13.89204366278329,-13.753030266753692,-13.158689662518796,-12.286842560255366
227,0.0,0.10379942520300922,-7.091565641131297,-9.071884808501617,-13.84804453764126,-15.853202745525623,-13.227527688134575,-12.934569615177299,-11.753575111169726,-11.667264710101533
228,0.0,-1.727858325264542,-6.333962009622708,-7.800084692227998,-11.944889875522053,-14.501093975575156,-13.694293486466414,-13.544672571660854,-13.445975294895511,-9.678032460912686
229,0.0,0.7590949841369512,-5.245685309243436,-6.548647802525439,-12.41695959700551,-14.975956091491575,-15.79894975367295,-13.874261842624293,-15.172103442983332,-11.03789083314488
230,0.0,-2.01653161882655,-5.025008127813129,-8.15218140353218,-10.7028473102411,-12.5438602110385,-15.249004825987262,-15.343942270303604,-12.198517671274473,-9.903009090479408
231,0.0,-2.5597190615836185,-6.310896504709106,-9.29855897474714,-11.715710950726836,-14.066779778937745,-12.57306144658212,-16.05595305413283,-11.26437296658951,-13.42460280127344
232,0.0,0.22193786079986033,-5.84878367541982,-7.0184003668611705,-11.135360069870815,-15.59236264291753,-13.52934962550481,-13.714526950856378,-12.552710435668242,-11.432697721304093
233,0.0,0.08856649649967263,-6.776933018526275,-8.392722597797706,-11.96770524543808,-15.671143901251282,-13.652427661642555,-15.667800182556286,-11.754685300592067,-11.386077958755074
234,0.0,-0.8309892004479487,-6.320247876108882,-6.934476932887431,-11.125494221745374,-15.522261503626751,-13.897613888448706,-13.451873814576262,-14.895213064200815,-11.177420718384045
235,0.0,-0.8714271732198147,-7.30798561591454,-7.110683076524403,-12.094325713102485,-13.265038334469828,-13.193066499619663,-16.29635582497659,-12.137226218837988,-12.706028249466954
236,0.0,-2.6718553368049083,-6.844529148555642,-8.02607912041678,-13.616216498882949,-13.132480497896559,-15.14654781233721,-14.126065619998995,-12.450558709624387,-10.102385883472987
237,0.0,-0.4947572418548689,-8.43077033547471,-6.456678015481206,-11.23065584776706,-14.648179462555483,-13.554050409894252,-16.57640422860031,-12.865513298854832,-11.721981619531103
238,0.0,-2.8018570523501145,-8.099008438711074,-6.5350636477115565,-12.788629163138072,-13.009547878877274,-15.369529513375864,-14.265688544715164,-14.127791009154393,-10.60086869849645
239,0.0,-0.34953375113621465,-7.431612797457591,-6.454616919244996,-13.903858484488012,-15.548188683005279,-15.165988538358325,-14.209540181436317,-11.712186541810649,-10.18131245929621
240,0.0,0.2979316411781432,-6.127540373898888,-8.591598445843319,-13.929204820506182,-11.985713720783833,-15.84219576656043,-14.630551847684082,-12.398828355043184,-13.120084915905656
241,0.0,-2.284896432175142,-6.024530426912225,-5.782785470024203,-11.832850205263984,-12.905758823466975,-15.108540681941054,-14.337787486257431,-12.122851941929625,-13.434655615441388
242,0.0,-2.8430050240986704,-8.218835486572726,-9.410514744626111,-12.00500535864959,-15.624303603466156,-15.322703859886046,-15.323131580438748,-12.67882681648878,-13.417647824722101
243,0.0,-0.9345134435230702,-6.8779395431576615,-6.503569444041703,-10.485935186051995,-12.82767627310966,-12.992284207851704,-15.39905292018127,-14.182339957042391,-11.139636454705254
244,0.0,-2.4911683242983664,-6.558526898628713,-7.567859197944014,-13.298230372106628,-13.361127724806941,-14.785442081109332,-14.928117697074663,-14.459195712066412,-13.419631802430926
245,0.0,-2.1341350546288362,-7.389024485942213,-6.5705171143562975,-14.025325848903073,-13.504237354734157,-12.60387410286134,-15.049789457163428,-11.368371948839751,-9.95664653176873
